id,age_in_years,neighbourhood,beds,daily_rev_per_2_guests,review_scores_rating,total_rev
304958,8.93,Westerpark,2,130,98,11440
2818,8.8,Oostelijk Havengebied - Indische Buurt,2,69,97,44712
103026,8.74,De Baarsjes - Oud-West,1,95,92,8550
550017,8.62,Centrum-Oost,1,110,97,8800
4728389,8.57,Centrum-West,2,250,100,1000
5181918,8.57,Centrum-West,1,115,95,920
2774924,8.53,Zuid,1,80,95,15840
23651,8.35,De Pijp - Rivierenbuurt,1,80,96,34560
738245,8.23,Centrum-West,1,90,93,4320
8061,8.08,De Baarsjes - Oud-West,2,95,100,1140
98558,7.98,Centrum-Oost,1,145,99,16530
9693,7.91,Centrum-West,1,132,99,35904
2323819,7.85,Bos en Lommer,1,79,100,2054
280105,7.79,Centrum-West,2,245,99,17640
933385,7.79,De Baarsjes - Oud-West,2,82,98,6232
1182306,7.74,Zuid,1,59,95,6844
75583,7.62,Slotervaart,2,65,99,27820
15061,7.62,Westerpark,2,86,95,19952
20168,7.62,Centrum-Oost,1,50,83,2500
3903880,7.62,Centrum-Oost,1,50,86,1400
1030014,7.59,Centrum-West,1,69,90,5382
43980,7.56,Zuid,2,80,77,14720
85767,7.56,Centrum-West,4,80,73,15680
3739250,7.49,Centrum-Oost,2,110,88,3300
3261215,7.46,Centrum-West,1,74,97,13024
2820641,7.44,Centrum-West,5,250,96,51000
3302169,7.44,Centrum-West,6,200,90,2400
1756765,7.44,De Baarsjes - Oud-West,3,180,94,37800
743666,7.44,De Baarsjes - Oud-West,4,200,95,86400
468132,7.44,De Pijp - Rivierenbuurt,3,160,89,49920
822614,7.44,De Pijp - Rivierenbuurt,3,200,91,38400
2396344,7.44,Oud-Oost,5,160,89,24000
5275545,7.44,De Baarsjes - Oud-West,3,120,90,1440
857794,7.44,Centrum-Oost,2,120,92,32400
236632,7.44,De Pijp - Rivierenbuurt,2,100,96,31200
999908,7.44,Oud-Oost,2,75,87,14250
2821480,7.44,Centrum-West,4,140,96,15960
3414536,7.44,Westerpark,1,160,94,12480
2821284,7.44,Centrum-West,2,120,95,17280
20818,7.43,Centrum-Oost,2,80,100,640
4069573,7.4,De Pijp - Rivierenbuurt,6,206,40,1236
948808,7.4,De Pijp - Rivierenbuurt,3,140,83,8400
4374110,7.4,Westerpark,2,200,90,2400
2436846,7.4,Centrum-West,3,227,87,24516
539036,7.4,Centrum-Oost,2,140,88,31080
85941,7.4,Centrum-West,2,200,95,30000
27886,7.31,Centrum-West,1,135,100,5940
3985308,7.31,De Baarsjes - Oud-West,1,90,100,6480
178841,7.31,Westerpark,1,95,85,16530
4641463,7.29,Centrum-West,4,179,93,7876
25488,7.26,Oostelijk Havengebied - Indische Buurt,3,120,91,66240
253792,7.26,Centrum-West,1,230,98,20700
25489,7.26,Centrum-Oost,2,195,94,19500
343195,7.19,Centrum-Oost,1,100,88,15200
78033,7.19,Centrum-Oost,1,55,88,26620
28658,7.17,De Baarsjes - Oud-West,3,60,93,52320
2405985,7.17,Bos en Lommer,1,60,89,9360
28871,7.17,Centrum-Oost,1,90,100,1080
270777,7.17,Centrum-West,1,120,93,53280
29217,7.16,Zuid,2,180,87,50040
4052965,7.16,De Pijp - Rivierenbuurt,1,100,90,18600
1018703,7.16,Zuid,1,100,92,27600
1088859,7.16,De Baarsjes - Oud-West,1,100,99,7200
29554,7.16,Centrum-West,1,130,96,65520
4120357,7.16,Centrum-West,2,110,93,6600
30431,7.14,Centrum-Oost,1,120,95,3600
3186920,7.13,De Baarsjes - Oud-West,1,95,100,4940
31080,7.13,Zuid,3,180,97,18720
1819449,7.13,Centrum-West,1,100,97,600
1362929,7.1,Centrum-West,2,200,88,7200
34357,7.07,Westerpark,2,129,100,7224
1395250,7.07,Centrum-West,1,80,92,3200
1039519,7.02,Centrum-West,3,150,98,5400
248461,6.99,Centrum-Oost,2,89,91,66928
1055452,6.99,De Baarsjes - Oud-West,1,125,93,15000
39688,6.99,Bos en Lommer,2,130,100,5200
3717606,6.99,De Pijp - Rivierenbuurt,2,120,80,480
41075,6.98,Bos en Lommer,2,67,93,8308
3749010,6.98,IJburg - Zeeburgereiland,4,275,90,4950
1758862,6.97,De Pijp - Rivierenbuurt,6,89,94,26344
41321,6.97,De Baarsjes - Oud-West,2,85,92,70890
42161,6.96,Watergraafsmeer,2,129,93,1548
82482,6.96,Centrum-West,1,85,89,50490
42908,6.95,De Pijp - Rivierenbuurt,2,125,100,4000
42970,6.95,Centrum-West,1,139,97,119540
253650,6.95,Centrum-West,1,139,97,66720
568110,6.95,Centrum-West,1,195,94,20280
634772,6.95,Centrum-West,1,170,100,680
44129,6.95,Centrum-West,1,200,98,54400
2517619,6.95,Centrum-Oost,1,120,96,12240
43054,6.95,Watergraafsmeer,2,74,84,4440
939349,6.94,Buitenveldert - Zuidas,1,90,90,360
282108,6.94,Centrum-West,1,129,100,58824
1491339,6.94,Westerpark,1,120,93,2160
2394430,6.94,Westerpark,2,200,97,8000
1913383,6.93,Centrum-Oost,1,185,90,1480
771758,6.93,Slotervaart,1,55,84,5280
44805,6.93,Oostelijk Havengebied - Indische Buurt,2,85,90,52530
5421998,6.93,Centrum-West,2,145,90,580
45125,6.92,Centrum-Oost,2,135,98,46170
45246,6.92,Westerpark,1,140,92,52080
5150374,6.91,De Pijp - Rivierenbuurt,1,90,85,720
45618,6.91,Westerpark,3,105,95,61320
45704,6.91,De Baarsjes - Oud-West,1,67,88,57486
983021,6.91,De Baarsjes - Oud-West,1,57,85,10944
155050,6.91,De Baarsjes - Oud-West,1,57,88,38646
2079528,6.85,De Baarsjes - Oud-West,4,175,99,12600
4563750,6.89,Zuid,1,160,100,960
47061,6.89,De Baarsjes - Oud-West,2,100,96,108000
792104,6.88,Centrum-Oost,8,280,89,58800
47333,6.88,Centrum-West,3,135,89,28350
65230,6.88,Centrum-West,5,135,89,29160
48076,6.87,Centrum-West,5,260,97,49920
48149,6.87,De Pijp - Rivierenbuurt,1,107,94,44940
49552,6.85,Centrum-West,8,300,97,91800
261902,6.85,Oud-Oost,2,140,97,29400
49790,6.85,De Baarsjes - Oud-West,2,199,99,55720
166520,6.85,Oud-Oost,1,145,97,26100
190527,6.85,De Pijp - Rivierenbuurt,1,67,96,4824
50263,6.84,Oostelijk Havengebied - Indische Buurt,4,165,98,73260
50523,6.84,Centrum-West,2,100,98,10400
50570,6.84,Bos en Lommer,5,79,93,36498
51667,6.82,De Baarsjes - Oud-West,2,105,96,79800
2899247,6.82,Watergraafsmeer,1,85,100,2040
97390,6.82,Zuid,4,189,84,7938
54237,6.82,De Pijp - Rivierenbuurt,2,114,90,456
93807,6.82,Zuid,1,79,100,632
4445005,6.81,Centrum-West,1,100,100,2800
52833,6.8,Westerpark,2,74,82,12728
193088,6.8,Westerpark,4,80,89,10560
53692,6.8,De Pijp - Rivierenbuurt,4,72,90,24192
53067,6.8,De Pijp - Rivierenbuurt,2,79,93,31284
53693,6.8,De Pijp - Rivierenbuurt,1,79,93,36656
53233,6.79,IJburg - Zeeburgereiland,2,160,100,1920
53671,6.79,Westerpark,1,75,93,35700
107195,6.79,Centrum-Oost,2,110,92,15840
912209,6.79,Oostelijk Havengebied - Indische Buurt,2,85,80,510
4851638,6.76,Centrum-West,1,90,100,360
55256,6.75,Centrum-Oost,1,87,95,10440
3255105,6.75,IJburg - Zeeburgereiland,5,190,91,10640
55621,6.75,De Pijp - Rivierenbuurt,4,150,98,16200
59948,6.74,Osdorp,1,89,95,8366
55709,6.74,De Pijp - Rivierenbuurt,1,119,99,36176
55807,6.74,De Baarsjes - Oud-West,1,60,97,17520
5313835,6.74,Bos en Lommer,2,125,100,1000
55868,6.74,Zuid,4,99,97,22572
1194098,6.74,Centrum-West,3,140,99,14280
260476,6.74,Centrum-Oost,3,120,96,8640
260362,6.74,Centrum-Oost,1,150,100,3600
55985,6.74,Centrum-West,2,85,85,55590
1126416,6.74,Zuid,2,275,100,9900
211690,6.73,Centrum-West,1,129,98,19350
57408,6.71,Oostelijk Havengebied - Indische Buurt,2,85,97,72420
57811,6.7,Centrum-Oost,1,125,100,1500
57841,6.7,Centrum-West,4,119,94,124236
404740,6.7,De Baarsjes - Oud-West,4,250,100,3000
57978,6.7,Zuid,3,95,93,69920
58211,6.69,Centrum-West,2,195,95,13260
1508856,6.69,Centrum-West,3,195,98,29640
58600,6.68,Westerpark,8,120,90,13200
701898,6.67,Watergraafsmeer,2,99,100,3960
474380,6.66,Centrum-Oost,1,120,100,4320
59963,6.66,Centrum-Oost,1,125,91,24750
59968,6.66,Centrum-Oost,2,150,87,23400
221060,6.66,Centrum-West,2,150,100,10800
299706,6.66,Centrum-West,1,100,100,1800
300954,6.66,Centrum-West,1,100,90,4800
1384831,6.66,Bos en Lommer,1,135,100,2430
1642861,6.66,Oostelijk Havengebied - Indische Buurt,1,100,100,1800
4002859,6.66,Centrum-West,1,110,90,5280
772474,6.66,Centrum-Oost,1,100,94,6000
216225,6.63,Centrum-Oost,1,70,91,36120
62015,6.63,Oud-Oost,1,150,95,3000
711895,6.62,Centrum-West,4,300,88,5400
1730433,6.62,Centrum-West,3,156,100,1872
3055265,6.62,Centrum-Oost,3,200,92,5200
64736,6.62,De Baarsjes - Oud-West,1,110,96,19140
63008,6.62,De Baarsjes - Oud-West,3,89,94,58740
63016,6.62,De Pijp - Rivierenbuurt,1,123,97,2952
2456244,6.6,De Pijp - Rivierenbuurt,1,55,91,5720
63872,6.6,Centrum-Oost,1,127,98,28956
4587668,6.6,Centrum-Oost,1,105,100,840
64769,6.6,Centrum-Oost,6,350,97,63000
71236,6.59,Centrum-Oost,1,103,94,13802
225488,6.58,Centrum-West,1,115,98,6900
3163199,6.54,De Pijp - Rivierenbuurt,3,95,80,570
642829,6.54,IJburg - Zeeburgereiland,5,157,90,942
637929,6.54,Centrum-West,5,157,97,942
638319,6.54,Centrum-Oost,1,120,94,1440
3162451,6.54,Centrum-West,2,161,80,1932
1233749,6.54,Centrum-West,3,147,80,882
754563,6.54,De Baarsjes - Oud-West,1,132,100,792
636256,6.54,Centrum-West,2,121,100,726
1461839,6.54,Centrum-West,1,150,100,3600
3291995,6.54,De Pijp - Rivierenbuurt,1,55,90,6050
681455,6.53,Centrum-Oost,2,95,91,23180
809026,6.52,Centrum-West,4,249,94,32868
68873,6.52,Centrum-West,2,89,95,39694
68290,6.52,Centrum-West,2,89,93,40762
69042,6.5,Centrum-West,3,129,94,23220
69040,6.5,Centrum-West,3,129,95,47730
538723,6.48,Watergraafsmeer,3,125,96,8500
3205268,6.47,Centrum-Oost,2,149,100,5960
1340216,6.45,Oud-Oost,2,95,100,7980
4268308,6.45,Centrum-Oost,1,145,97,6090
81982,6.44,De Pijp - Rivierenbuurt,1,93,95,28272
73208,6.43,Zuid,3,150,98,29700
827259,6.43,De Pijp - Rivierenbuurt,1,70,92,33040
73917,6.42,Centrum-West,2,175,98,7700
73924,6.42,Centrum-West,2,150,98,3300
782214,6.42,De Baarsjes - Oud-West,1,105,98,3360
1799936,6.42,De Baarsjes - Oud-West,4,299,100,5980
1460117,6.42,De Baarsjes - Oud-West,2,125,96,45000
776730,6.41,Oostelijk Havengebied - Indische Buurt,5,180,99,7560
74385,6.41,Oud-Oost,2,100,89,21600
1942670,6.4,Centrum-Oost,1,135,100,1080
75382,6.4,Oud-Oost,1,100,87,1800
75444,6.4,Centrum-Oost,1,70,91,6300
75499,6.4,De Baarsjes - Oud-West,2,105,100,3150
76459,6.4,De Baarsjes - Oud-West,2,105,100,1890
75941,6.39,Centrum-West,1,119,94,49980
153562,6.39,De Pijp - Rivierenbuurt,1,90,100,2700
582030,6.39,Bos en Lommer,1,116,98,5104
76631,6.38,Centrum-West,1,110,96,54780
3698780,6.38,De Pijp - Rivierenbuurt,4,100,100,400
77345,6.38,Zuid,2,68,96,32232
4004198,6.37,Centrum-West,4,325,100,1300
78188,6.37,Buitenveldert - Zuidas,1,70,96,12320
3584759,6.36,De Pijp - Rivierenbuurt,1,125,100,1000
105074,6.36,De Baarsjes - Oud-West,5,90,90,59940
875333,6.36,De Baarsjes - Oud-West,1,89,93,15308
1911803,6.36,Centrum-Oost,1,115,98,9660
80634,6.34,Centrum-West,4,140,92,16240
170830,6.34,Centrum-West,2,125,92,38250
2739228,6.34,Centrum-West,1,110,86,4400
80635,6.34,Centrum-West,1,120,95,70560
168769,6.34,Centrum-West,1,115,91,76590
4043288,6.34,Centrum-West,1,115,90,1150
842774,6.34,Centrum-Oost,2,220,94,5280
418697,6.34,Centrum-Oost,1,120,100,1440
631264,6.34,Centrum-Oost,1,200,100,1200
82303,6.33,Centrum-Oost,2,89,97,52866
124936,6.33,Centrum-Oost,1,120,96,90240
82748,6.32,Centrum-Oost,2,139,97,65052
892937,6.32,Centrum-Oost,1,119,94,18564
2866682,6.32,De Baarsjes - Oud-West,2,259,90,6216
2344785,6.32,De Baarsjes - Oud-West,2,99,99,9504
3914428,6.31,Centrum-West,1,175,100,700
3649042,6.31,Centrum-Oost,4,120,88,3840
84057,6.31,De Baarsjes - Oud-West,1,100,93,2400
3545277,6.31,Centrum-Oost,1,140,75,2240
3290611,6.31,De Pijp - Rivierenbuurt,1,125,100,4500
85401,6.3,De Pijp - Rivierenbuurt,5,110,81,73920
224513,6.3,De Pijp - Rivierenbuurt,3,69,86,32844
2609645,6.3,De Baarsjes - Oud-West,1,104,94,10400
115795,6.3,De Pijp - Rivierenbuurt,4,165,86,26400
86675,6.29,Oud-Oost,2,210,98,15120
2470214,6.28,Westerpark,1,100,100,3600
87519,6.28,Centrum-West,1,175,98,4200
2870512,6.28,Oostelijk Havengebied - Indische Buurt,2,98,90,2744
97476,6.28,Zuid,1,115,93,8280
906446,6.27,Buitenveldert - Zuidas,1,79,87,20856
90171,6.27,De Baarsjes - Oud-West,3,69,90,3312
3955550,6.27,De Baarsjes - Oud-West,2,105,97,2940
727801,6.27,Oud-Oost,1,120,93,26880
2929210,6.27,Zuid,1,168,100,2016
1159534,6.25,Centrum-Oost,5,295,97,35400
95540,6.25,De Baarsjes - Oud-West,1,85,97,28900
1270575,6.25,De Baarsjes - Oud-West,1,80,94,26880
96048,6.25,Centrum-Oost,2,75,100,150
5211163,6.24,Centrum-West,3,135,90,2430
4713353,6.24,Centrum-Oost,1,129,98,4644
1886198,6.24,Centrum-Oost,1,125,94,3500
97939,6.24,De Baarsjes - Oud-West,1,89,94,44856
3383617,6.24,Centrum-Oost,1,120,93,1440
505863,6.23,Westerpark,2,100,85,4200
101618,6.22,Centrum-West,2,135,100,1080
861752,6.22,Oostelijk Havengebied - Indische Buurt,2,85,97,510
102107,6.22,Zuid,3,225,99,20700
543262,6.22,Zuid,3,185,96,11100
4314014,6.22,De Pijp - Rivierenbuurt,2,290,97,10440
866361,6.22,Centrum-West,1,110,80,2640
4063858,6.22,Centrum-West,1,90,92,14580
118097,6.22,Centrum-West,1,79,95,85952
963328,6.22,Centrum-West,1,79,95,58776
5237476,6.22,Centrum-West,1,125,80,2500
105546,6.22,Geuzenveld - Slotermeer,1,70,91,13720
200461,6.22,De Baarsjes - Oud-West,2,90,85,10260
201322,6.21,Centrum-West,1,80,88,4320
2076538,6.21,De Baarsjes - Oud-West,1,108,91,3024
106477,6.2,Centrum-West,1,195,98,34320
107326,6.2,De Aker - Nieuw Sloten,4,140,88,28560
629384,6.2,Buitenveldert - Zuidas,1,152,90,1824
107972,6.19,De Baarsjes - Oud-West,2,100,99,23400
1186529,6.19,De Pijp - Rivierenbuurt,1,90,87,1080
1618351,6.19,De Pijp - Rivierenbuurt,1,80,95,1600
1618602,6.19,De Pijp - Rivierenbuurt,1,85,100,680
4756239,6.19,De Pijp - Rivierenbuurt,3,180,100,1080
4044970,6.18,Oud-Noord,1,85,95,2720
112831,6.18,Westerpark,2,95,95,20900
670575,6.17,Bos en Lommer,1,119,97,1666
199469,6.17,Centrum-West,1,125,96,17500
137282,6.17,IJburg - Zeeburgereiland,3,140,89,17640
118117,6.16,De Baarsjes - Oud-West,1,59,93,48616
118962,6.16,Zuid,2,85,99,62220
119023,6.16,Westerpark,2,200,100,7200
119412,6.16,Oud-Oost,2,100,100,600
120872,6.15,Bos en Lommer,2,89,90,13172
1738791,6.15,Centrum-Oost,1,79,92,8058
3419861,6.15,De Pijp - Rivierenbuurt,1,150,95,3600
1858624,6.14,Westerpark,1,58,95,14964
553514,6.14,Westerpark,2,100,87,14600
1996547,6.14,De Pijp - Rivierenbuurt,1,70,100,280
124831,6.14,Oud-Oost,2,90,91,12240
125425,6.14,Oud-Oost,1,79,95,23384
3457288,6.14,Watergraafsmeer,4,168,80,1008
2782802,6.13,Oud-Oost,4,175,91,7700
128890,6.13,Oud-Oost,4,180,87,4320
130114,6.13,De Baarsjes - Oud-West,1,110,96,6160
131250,6.12,De Pijp - Rivierenbuurt,1,94,93,2632
188483,6.12,De Baarsjes - Oud-West,2,120,95,2160
1002180,6.12,Oud-Oost,1,119,92,2142
132950,6.12,De Baarsjes - Oud-West,1,100,93,11200
134400,6.11,Centrum-West,2,196,93,43904
4763288,6.11,Watergraafsmeer,2,250,100,500
986245,6.11,Bos en Lommer,2,119,98,9282
136029,6.11,De Baarsjes - Oud-West,1,95,97,9880
3492282,6.11,De Baarsjes - Oud-West,1,99,100,4752
2734238,6.11,De Pijp - Rivierenbuurt,6,189,93,37044
2100567,6.11,Centrum-West,6,249,93,26892
1757734,6.11,Centrum-West,6,249,91,57768
4675584,6.11,Centrum-West,4,189,80,7560
2422707,6.11,Centrum-West,4,224,89,25088
2429446,6.11,Centrum-West,4,224,90,66304
954958,6.11,Centrum-Oost,4,189,84,25704
2422414,6.11,Centrum-West,4,224,93,44800
431656,6.11,Centrum-Oost,4,189,80,28728
2429144,6.11,Centrum-West,4,224,83,41216
4675092,6.11,Centrum-West,2,189,94,5292
4201710,6.11,Centrum-Oost,2,119,87,8568
137026,6.11,De Pijp - Rivierenbuurt,3,230,98,25760
1069554,6.1,De Pijp - Rivierenbuurt,2,150,96,13200
137871,6.1,Zuid,2,110,90,2640
137901,6.1,Zuid,1,59,88,6018
139419,6.1,Centrum-Oost,2,139,97,15846
139445,6.1,Centrum-West,3,220,99,120120
2469968,6.1,Westerpark,4,375,100,18000
140781,6.1,Centrum-West,1,169,86,3380
1495928,6.09,Oostelijk Havengebied - Indische Buurt,2,100,93,1200
499390,6.09,De Baarsjes - Oud-West,2,60,91,15120
4851752,6.09,Oostelijk Havengebied - Indische Buurt,1,50,100,400
145449,6.08,De Pijp - Rivierenbuurt,2,140,96,10080
3559457,6.08,Centrum-West,4,145,88,5220
3557652,6.08,Centrum-West,4,145,100,2610
826295,6.08,De Baarsjes - Oud-West,2,140,94,10080
789630,6.08,Bos en Lommer,2,130,96,5720
148029,6.07,Centrum-Oost,1,195,100,390
3747151,6.07,Westerpark,1,135,92,2700
4281373,6.07,De Pijp - Rivierenbuurt,4,160,93,5760
149747,6.07,Centrum-West,2,170,97,39100
150885,6.07,De Baarsjes - Oud-West,2,129,100,2580
150689,6.07,Geuzenveld - Slotermeer,2,60,88,12000
151309,6.07,Centrum-West,1,125,95,33000
2800475,6.06,De Baarsjes - Oud-West,2,99,91,11880
158466,6.06,Bos en Lommer,1,49,84,19796
152280,6.06,Bos en Lommer,1,49,88,25186
3716585,6.06,Centrum-Oost,1,120,100,5040
153087,6.06,Centrum-Oost,1,110,98,32340
161149,6.06,Bos en Lommer,2,95,98,21850
540194,6.05,Centrum-West,2,250,100,17500
619662,6.05,Westerpark,1,59,97,8732
308196,6.05,De Pijp - Rivierenbuurt,1,85,89,4590
156815,6.05,Westerpark,1,595,100,1190
157488,6.04,Zuid,1,90,96,5760
158207,6.04,Bos en Lommer,2,145,96,35960
1303534,6.04,Centrum-West,2,135,86,810
4118100,6.03,De Pijp - Rivierenbuurt,1,119,100,2856
3016543,6.03,De Pijp - Rivierenbuurt,1,100,93,600
162336,6.03,De Pijp - Rivierenbuurt,4,119,95,19278
162467,6.03,De Baarsjes - Oud-West,2,115,94,13800
162613,6.03,De Baarsjes - Oud-West,2,90,94,7020
3196743,6.02,Centrum-Oost,4,85,100,340
165833,6.02,De Baarsjes - Oud-West,3,129,100,258
736426,6.02,Oostelijk Havengebied - Indische Buurt,2,127,94,36576
4478831,6.02,De Pijp - Rivierenbuurt,2,70,87,840
4118247,6.02,Westerpark,1,125,98,6750
847359,6.02,Centrum-Oost,2,125,95,3750
4976444,6.02,De Pijp - Rivierenbuurt,1,89,100,712
2457531,6.01,De Baarsjes - Oud-West,6,100,93,1600
646038,6.01,De Baarsjes - Oud-West,2,115,100,1150
3441901,6.01,De Baarsjes - Oud-West,2,150,100,900
169356,6.01,Centrum-West,1,149,100,8344
2076460,6.01,De Baarsjes - Oud-West,2,160,80,1280
169920,6.01,Oostelijk Havengebied - Indische Buurt,1,77,97,5390
170223,6.01,Centrum-West,1,125,98,10000
171054,6,De Baarsjes - Oud-West,3,85,95,36720
1558757,6,Oostelijk Havengebied - Indische Buurt,1,81,77,3402
1103831,6,De Baarsjes - Oud-West,1,125,80,1000
448831,6,Centrum-Oost,1,95,96,45220
1048370,6,Centrum-West,2,325,97,15600
1265431,6,Centrum-West,2,199,100,4776
4019264,6,Centrum-West,2,375,100,9000
762690,6,Centrum-West,1,179,96,5370
2598783,6,Centrum-West,2,149,96,9834
3025135,6,Centrum-West,2,249,100,5976
1591193,6,Centrum-Oost,1,169,93,4056
173347,6,Centrum-Oost,2,159,100,29574
4099563,5.99,Centrum-West,2,140,97,7840
4099716,5.99,Centrum-West,1,100,100,600
1378894,5.99,Bos en Lommer,1,85,98,5100
5044379,5.99,Oostelijk Havengebied - Indische Buurt,3,70,100,280
174592,5.99,Centrum-Oost,1,70,89,32480
4992907,5.99,Centrum-West,2,120,100,720
1459012,5.99,Oud-Oost,2,89,89,10680
175488,5.99,Centrum-West,1,115,93,64860
1369677,5.99,Bos en Lommer,1,99,97,4158
3573844,5.99,De Baarsjes - Oud-West,2,129,96,5160
465614,5.99,Centrum-West,1,70,86,31360
569557,5.99,Centrum-West,1,105,81,11340
4314207,5.98,Noord-Oost,1,99,100,594
178915,5.98,Oud-Oost,1,99,100,2376
179528,5.98,De Pijp - Rivierenbuurt,4,245,88,82320
3745174,5.97,Oud-Oost,2,130,100,2340
463636,5.97,Westerpark,2,59,94,26432
3677036,5.97,Bos en Lommer,1,94,100,1692
180421,5.97,De Pijp - Rivierenbuurt,1,150,94,8100
180424,5.97,Centrum-West,4,225,92,60300
1416213,5.97,Slotervaart,1,130,90,3900
2168141,5.97,De Pijp - Rivierenbuurt,1,205,100,6150
3266343,5.97,Centrum-West,1,90,86,19800
181822,5.97,De Baarsjes - Oud-West,1,97,96,18236
182488,5.97,De Baarsjes - Oud-West,1,60,87,33600
1577920,5.97,Centrum-West,2,119,94,22134
184282,5.96,Centrum-Oost,4,195,95,59670
5557460,5.96,De Baarsjes - Oud-West,1,95,100,380
218994,5.96,Zuid,5,195,97,100620
2973181,5.96,Centrum-Oost,2,129,100,2064
1316763,5.96,Centrum-Oost,1,130,90,1560
1573953,5.96,Centrum-Oost,1,175,98,19600
633585,5.96,De Pijp - Rivierenbuurt,1,95,96,7220
188347,5.95,De Baarsjes - Oud-West,1,60,92,21720
741560,5.95,De Pijp - Rivierenbuurt,6,190,93,58900
490321,5.95,Centrum-West,4,425,100,30600
189754,5.95,Centrum-West,4,140,93,21000
190585,5.94,Westerpark,2,90,98,7200
3725272,5.94,Centrum-Oost,2,135,87,3240
190943,5.94,Zuid,2,100,80,6000
191045,5.94,Watergraafsmeer,1,95,94,10830
532069,5.94,Centrum-Oost,2,150,93,82200
191490,5.94,Zuid,1,65,99,13520
1149096,5.94,Centrum-West,3,139,92,45870
446735,5.94,De Baarsjes - Oud-West,4,85,95,37060
237733,5.94,De Baarsjes - Oud-West,4,75,94,37800
193081,5.94,De Baarsjes - Oud-West,2,65,95,34840
1026847,5.94,De Baarsjes - Oud-West,2,69,93,21666
193038,5.94,Centrum-Oost,1,80,99,70080
3823031,5.93,Westerpark,3,120,89,7680
4700943,5.93,Westerpark,3,100,80,1200
516975,5.93,De Pijp - Rivierenbuurt,1,130,91,4680
1805233,5.93,De Pijp - Rivierenbuurt,1,150,100,1200
1812633,5.93,Westerpark,1,85,95,5100
200118,5.93,Geuzenveld - Slotermeer,1,70,93,13440
1004908,5.93,De Baarsjes - Oud-West,1,119,96,49980
5326609,5.93,De Baarsjes - Oud-West,1,90,100,1080
731834,5.92,De Baarsjes - Oud-West,3,240,97,128160
789743,5.92,De Baarsjes - Oud-West,3,230,97,113160
814967,5.92,Centrum-West,3,210,91,73080
814939,5.92,Centrum-West,4,200,92,79200
198307,5.92,Centrum-West,1,100,99,84000
1513251,5.92,Centrum-Oost,2,95,94,24510
199844,5.91,Westerpark,2,99,94,18216
3196077,5.91,Westerpark,1,150,100,3600
3867915,5.91,Oud-Oost,2,118,95,3776
202180,5.91,Bos en Lommer,2,135,94,21060
4681719,5.9,Centrum-West,4,199,96,8756
1055764,5.9,Westerpark,1,240,96,10080
203658,5.9,Zuid,6,199,95,15522
203728,5.9,Centrum-Oost,2,98,96,21168
1933393,5.9,Bos en Lommer,1,85,96,6800
383495,5.9,Slotervaart,1,45,97,630
204381,5.9,Slotervaart,1,45,94,1530
418901,5.9,Centrum-West,6,299,98,13156
245927,5.9,Centrum-West,6,359,94,28720
204648,5.9,Centrum-West,6,229,90,9160
396685,5.9,De Pijp - Rivierenbuurt,1,87,97,2436
3755696,5.89,Centrum-West,1,125,99,9500
206279,5.89,Centrum-Oost,1,99,97,5148
2674172,5.89,Zuid,2,75,100,2250
4555659,5.89,Bos en Lommer,3,135,87,810
1189677,5.88,De Pijp - Rivierenbuurt,1,120,99,1920
208976,5.88,Oud-Oost,4,135,89,56700
784543,5.88,De Pijp - Rivierenbuurt,2,125,85,6000
209705,5.88,Oud-Oost,2,69,97,8694
211408,5.87,Watergraafsmeer,3,75,88,10050
2849011,5.87,Westerpark,1,80,90,12800
306316,5.87,De Baarsjes - Oud-West,1,75,89,2100
214531,5.86,Centrum-West,2,99,97,30096
2073099,5.86,Zuid,8,295,100,5900
214576,5.86,Zuid,2,78,98,28392
667971,5.86,De Pijp - Rivierenbuurt,1,99,95,990
3301229,5.85,De Baarsjes - Oud-West,1,59,92,12272
870225,5.85,De Pijp - Rivierenbuurt,2,180,93,9000
1986408,5.85,De Pijp - Rivierenbuurt,1,85,100,2550
217692,5.85,De Pijp - Rivierenbuurt,1,129,100,3096
1605387,5.85,Oostelijk Havengebied - Indische Buurt,1,99,96,9900
219276,5.85,Centrum-West,1,327,97,1308
1159283,5.85,Bos en Lommer,5,125,91,10000
308028,5.84,Centrum-Oost,1,85,88,2550
503383,5.84,Centrum-West,2,295,97,29500
3021913,5.83,De Pijp - Rivierenbuurt,1,90,80,2160
2205060,5.83,Oud-Oost,1,78,96,624
221943,5.83,De Baarsjes - Oud-West,3,150,93,93600
222516,5.83,De Baarsjes - Oud-West,3,125,90,19500
364728,5.83,Centrum-Oost,4,110,96,13200
237017,5.83,De Baarsjes - Oud-West,1,90,98,8640
223669,5.83,Watergraafsmeer,1,110,98,2640
502685,5.83,Centrum-West,2,95,95,20900
1133526,5.82,Watergraafsmeer,2,250,100,1000
224950,5.82,Noord-West,3,160,94,40320
228174,5.82,Centrum-Oost,1,149,93,8046
286960,5.82,De Aker - Nieuw Sloten,3,89,100,356
2667541,5.82,Oud-Noord,2,135,100,4050
927119,5.82,Zuid,2,125,96,2500
226121,5.82,De Baarsjes - Oud-West,3,135,97,18630
4859337,5.81,Bos en Lommer,1,100,93,600
2121863,5.81,De Baarsjes - Oud-West,2,87,80,870
3290183,5.81,Centrum-West,2,119,94,21182
1875331,5.81,Zuid,1,90,100,1620
