id,age_in_years,neighbourhood,beds,daily_rev_per_2_guests,review_scores_rating,total_rev
2632132,4.07,Centrum-West,3,145,91,21750
2991194,4.07,De Baarsjes - Oud-West,2,135,80,810
4466986,4.07,Zuid,2,120,93,2160
4466894,4.07,De Baarsjes - Oud-West,2,90,100,1080
3410556,4.07,Zuid,3,135,95,12960
5033421,4.07,Centrum-Oost,3,135,75,3240
1988154,4.07,Centrum-Oost,2,110,94,1760
1903792,4.07,De Pijp - Rivierenbuurt,2,120,93,2160
4253256,4.07,De Pijp - Rivierenbuurt,2,100,93,3600
4079436,4.07,De Baarsjes - Oud-West,2,150,91,15300
2343023,4.07,De Baarsjes - Oud-West,1,100,84,800
3306522,4.07,Centrum-Oost,2,150,100,1800
2877737,4.07,Zuid,2,150,82,1800
2515051,4.07,De Baarsjes - Oud-West,2,250,91,60000
2632165,4.07,Centrum-West,2,128,82,26112
3414294,4.07,Westerpark,2,129,95,23994
4674811,4.07,Centrum-West,2,200,93,7200
1894301,4.07,Bos en Lommer,2,75,92,1500
2091668,4.07,De Baarsjes - Oud-West,2,100,89,400
1839132,4.07,Oud-Oost,2,75,88,2700
4460038,4.07,Centrum-West,2,135,96,4050
4184897,4.07,Oud-Oost,2,100,100,600
4731857,4.07,Oud-Oost,2,70,100,1260
2306038,4.07,Zuid,1,100,97,600
5122862,4.07,De Baarsjes - Oud-West,1,80,87,1440
1600986,4.07,Centrum-Oost,2,200,93,31200
1776216,4.07,Centrum-Oost,1,60,83,6840
3760214,4.07,Centrum-Oost,1,125,91,9750
4799625,4.07,Westerpark,2,70,100,420
2068877,4.07,De Pijp - Rivierenbuurt,1,75,100,600
2470646,4.07,De Pijp - Rivierenbuurt,2,99,84,9504
3854655,4.07,De Baarsjes - Oud-West,2,100,87,1800
4571103,4.07,Centrum-West,2,125,80,4500
3815052,4.07,Oud-Oost,2,70,95,1680
2054261,4.07,De Baarsjes - Oud-West,2,115,89,20010
1894286,4.07,De Pijp - Rivierenbuurt,1,150,100,2700
1894270,4.07,Zuid,2,120,85,11520
3993481,4.07,Centrum-West,2,85,82,5610
2713798,4.07,Centrum-West,2,150,80,12600
3863795,4.07,Centrum-West,2,115,84,13110
3863908,4.07,Centrum-West,2,70,80,7140
4132336,4.07,Centrum-West,2,150,80,6300
4843449,4.07,Centrum-West,2,130,80,780
2343032,4.07,Bos en Lommer,2,75,100,900
2457327,4.07,Centrum-West,1,150,76,2700
3046890,4.07,Centrum-Oost,2,125,88,15000
3934117,4.07,Centrum-West,1,109,100,3270
3350331,4.07,Zuid,2,109,78,5886
3900988,4.07,Westerpark,2,125,93,2250
2307039,4.07,Oud-Oost,1,125,95,1000
2558190,4.07,De Pijp - Rivierenbuurt,1,60,80,240
1537326,4.07,Centrum-West,1,95,98,1140
1684974,4.07,De Pijp - Rivierenbuurt,1,100,85,9000
4281595,4.07,Centrum-West,1,100,87,1800
2458762,4.07,Noord-West,1,54,92,2808
3148992,4.07,Oostelijk Havengebied - Indische Buurt,6,155,90,1860
4986014,4.07,De Baarsjes - Oud-West,2,105,100,630
5045275,4.07,Centrum-West,1,139,87,3892
2668102,4.07,De Baarsjes - Oud-West,1,100,100,2400
1287995,4.07,Centrum-West,1,125,97,90000
3351280,4.07,Westerpark,1,100,100,800
1289614,4.07,IJburg - Zeeburgereiland,4,135,97,8100
4439087,4.07,Westerpark,1,89,100,712
1291270,4.07,De Pijp - Rivierenbuurt,1,110,84,7920
1291925,4.07,Centrum-Oost,4,240,92,13440
1291706,4.07,Centrum-Oost,4,240,100,11520
2708982,4.07,Oostelijk Havengebied - Indische Buurt,6,240,100,4320
1292856,4.06,Centrum-West,1,130,94,1820
1501153,4.06,Westerpark,2,125,83,9500
1294751,4.06,De Baarsjes - Oud-West,3,99,97,5940
1296127,4.06,Westerpark,1,70,87,840
1295977,4.06,Zuid,1,135,100,4050
2854719,4.06,Geuzenveld - Slotermeer,1,75,63,2400
1299402,4.06,Centrum-West,2,150,96,6600
2206487,4.06,Oud-Noord,3,75,100,5850
1297058,4.06,Centrum-West,1,50,94,9900
1309364,4.06,Centrum-West,2,130,91,48880
2052282,4.06,Centrum-Oost,1,105,100,420
1327197,4.06,Oud-Noord,1,59,86,8732
1513189,4.06,Westerpark,7,150,96,34800
1302028,4.05,De Baarsjes - Oud-West,1,105,100,4200
3904756,4.05,De Baarsjes - Oud-West,3,399,100,798
3508977,4.05,Centrum-West,1,250,100,1000
1337304,4.05,Centrum-Oost,1,130,100,6240
5628613,4.05,Centrum-West,1,130,100,780
4350290,4.05,De Pijp - Rivierenbuurt,2,200,93,2400
1604565,4.05,Westerpark,2,75,88,16800
1482636,4.05,De Pijp - Rivierenbuurt,1,85,93,4080
1412884,4.05,Slotervaart,2,120,97,5760
3846731,4.05,Centrum-Oost,2,235,87,1880
3149073,4.05,Oud-Oost,1,69,86,6072
1307789,4.05,De Pijp - Rivierenbuurt,2,295,94,34220
3881129,4.05,Bos en Lommer,1,85,80,170
1308382,4.05,De Baarsjes - Oud-West,1,158,91,632
3770790,4.05,Oud-Oost,1,99,95,2376
4173057,4.05,Centrum-West,2,150,100,1200
1653777,4.05,De Baarsjes - Oud-West,1,120,94,16800
1310788,4.05,De Baarsjes - Oud-West,2,140,97,12880
1528266,4.05,Oud-Oost,1,70,96,6720
1311373,4.05,De Baarsjes - Oud-West,6,350,98,25200
1312500,4.05,Oostelijk Havengebied - Indische Buurt,4,68,87,1224
4740127,4.05,Bos en Lommer,1,95,100,760
3081736,4.05,Westerpark,1,125,100,7000
1312957,4.05,Bos en Lommer,2,59,96,1180
4298820,4.05,De Pijp - Rivierenbuurt,1,110,100,440
1316991,4.05,Westerpark,1,75,97,3150
2891902,4.05,Zuid,1,80,99,12160
1318537,4.04,Zuid,1,90,100,5040
1322541,4.04,Watergraafsmeer,1,68,88,7344
1322802,4.04,Watergraafsmeer,1,85,94,7480
3594957,4.04,Westerpark,1,95,98,4180
1323269,4.04,Centrum-Oost,1,95,79,5700
1323452,4.04,Zuid,1,90,97,6480
1323841,4.04,Zuid,1,110,93,40040
2530996,4.04,Oud-Noord,4,91,90,1638
3565067,4.04,Oud-Noord,2,72,93,432
1358146,4.04,IJburg - Zeeburgereiland,1,32,96,896
1357971,4.04,IJburg - Zeeburgereiland,1,32,100,192
2529843,4.04,Westerpark,1,119,95,19040
3048001,4.04,Westerpark,2,120,90,480
1326775,4.04,De Baarsjes - Oud-West,2,169,95,5070
1339705,4.04,Centrum-West,2,395,97,14220
1327453,4.04,Bos en Lommer,1,90,97,9720
1328738,4.03,Westerpark,1,150,90,1500
3286765,4.03,Zuid,6,210,100,4200
1871697,4.03,Centrum-Oost,2,140,99,23520
1329869,4.03,Zuid,1,120,100,7200
1723078,4.03,Centrum-Oost,1,125,98,12500
1366058,4.03,Oud-Noord,2,150,95,7800
1331954,4.03,Oostelijk Havengebied - Indische Buurt,1,125,90,4000
1333886,4.03,De Pijp - Rivierenbuurt,1,125,94,5250
3795382,4.03,Oostelijk Havengebied - Indische Buurt,2,110,97,3080
4880569,4.03,Osdorp,4,70,93,560
4314565,4.03,Centrum-Oost,1,105,100,1260
1336218,4.03,Centrum-Oost,4,350,98,19600
1336422,4.03,IJburg - Zeeburgereiland,5,149,100,2384
4493704,4.03,De Pijp - Rivierenbuurt,1,53,80,318
1337038,4.03,Oud-Oost,2,130,96,53040
1337693,4.03,Centrum-Oost,2,110,99,51480
1439848,4.03,De Pijp - Rivierenbuurt,1,150,90,5400
1338169,4.03,De Baarsjes - Oud-West,1,77,96,3080
4276796,4.03,De Pijp - Rivierenbuurt,1,105,100,1680
1338706,4.03,Zuid,1,87,99,22272
1339143,4.03,De Baarsjes - Oud-West,1,139,94,30858
1863202,4.03,De Baarsjes - Oud-West,1,84,90,24528
2005996,4.03,De Baarsjes - Oud-West,1,84,97,17472
4771262,4.03,Oostelijk Havengebied - Indische Buurt,1,115,90,2760
1897448,4.03,De Pijp - Rivierenbuurt,2,289,94,15028
1359508,4.03,Centrum-Oost,1,149,83,8940
2841443,4.03,De Pijp - Rivierenbuurt,1,120,100,960
1375737,4.03,Zuid,1,115,100,2070
1424153,4.03,De Baarsjes - Oud-West,1,145,97,22620
3408746,4.03,Bos en Lommer,1,70,89,5320
5159094,4.03,De Pijp - Rivierenbuurt,1,70,96,1680
1835586,4.03,Westerpark,1,240,93,4320
2515485,4.03,De Pijp - Rivierenbuurt,3,75,91,23400
1616233,4.03,Centrum-Oost,1,89,98,3916
1371855,4.02,Oud-Oost,3,130,88,4680
1344880,4.02,De Baarsjes - Oud-West,1,89,99,7476
1351697,4.02,De Baarsjes - Oud-West,1,80,100,2560
4222114,4.02,De Pijp - Rivierenbuurt,1,90,100,180
1346133,4.02,Westerpark,2,125,95,11250
1400691,4.02,Westerpark,3,119,94,6664
1346566,4.02,Westerpark,2,85,91,3740
4065764,4.02,Centrum-Oost,1,115,98,2760
4988453,4.02,Centrum-West,1,97,80,3104
1350397,4.02,De Pijp - Rivierenbuurt,1,65,86,3250
2568590,4.02,Oud-Noord,3,125,96,15000
1904781,4.02,Watergraafsmeer,4,120,100,2400
1354026,4.02,Zuid,1,120,100,1200
1443822,4.02,De Baarsjes - Oud-West,2,175,100,5250
5530687,4.02,Oud-Oost,1,80,100,480
3945144,4.02,Oostelijk Havengebied - Indische Buurt,1,75,83,2100
1381638,4.02,Oud-Oost,1,110,96,10560
1356142,4.02,De Baarsjes - Oud-West,3,95,95,18240
1357312,4.01,Oud-Noord,2,75,83,1350
1358055,4.01,Centrum-West,2,98,92,27440
1358352,4.01,Westerpark,1,120,98,8640
5284691,4.01,Westerpark,1,85,88,850
3140600,4.01,Centrum-Oost,2,98,89,1372
4704928,4.01,Bos en Lommer,2,75,100,3600
1361885,4.01,Oud-Oost,4,100,93,1200
1383369,4.01,Westerpark,1,120,93,27840
1362020,4.01,Oud-Noord,3,120,96,4800
1363476,4.01,Centrum-Oost,3,155,90,17980
3396611,4.01,Zuid,1,70,91,2240
1364013,4.01,De Baarsjes - Oud-West,3,92,95,2944
1364081,4.01,Watergraafsmeer,3,78,91,4992
4578467,4.01,De Baarsjes - Oud-West,1,59,100,236
1364379,4.01,Zuid,1,110,93,4620
1448909,4.01,De Pijp - Rivierenbuurt,2,95,98,3420
1366080,4.01,De Pijp - Rivierenbuurt,3,95,94,2660
2902819,4.01,Centrum-Oost,1,225,95,3600
3965319,4.01,Centrum-West,1,99,98,1584
1367672,4.01,Centrum-Oost,4,75,85,8700
1915457,4.01,Centrum-Oost,1,110,89,5940
2176762,4.01,De Baarsjes - Oud-West,2,140,97,15120
2344832,4.01,Oud-Oost,3,120,97,2880
1370038,4.01,Zuid,3,135,94,6750
1371048,4,Centrum-West,1,95,95,14060
2235825,4,Centrum-West,1,110,100,3080
3310738,4,De Aker - Nieuw Sloten,2,85,92,17340
1567839,4,De Baarsjes - Oud-West,1,130,100,6240
1744418,4,De Pijp - Rivierenbuurt,1,114,98,5016
1458297,4,De Pijp - Rivierenbuurt,1,89,100,1424
1376828,4,Zuid,1,45,84,1620
1381448,4,Westerpark,4,175,100,2800
860193,4,De Baarsjes - Oud-West,2,180,93,19440
3044760,4,Centrum-West,2,140,98,21840
1384479,4,Oud-Noord,1,90,96,4680
1386548,4,Centrum-West,1,99,100,11880
4238816,4,Zuid,1,35,100,210
2778839,3.99,Centrum-West,1,150,99,22800
1392189,3.99,Slotervaart,3,89,96,4806
1394668,3.99,De Baarsjes - Oud-West,3,75,95,22050
3526216,3.99,Oud-Oost,2,137,91,3014
2036983,3.99,Centrum-Oost,1,175,97,4200
1523882,3.99,De Pijp - Rivierenbuurt,1,135,100,3240
1396072,3.99,Westerpark,1,95,96,2850
1659369,3.99,De Baarsjes - Oud-West,1,84,95,5376
5026690,3.99,Slotervaart,1,50,100,400
5655019,3.99,De Baarsjes - Oud-West,1,100,100,400
1527443,3.99,Westerpark,4,200,100,7200
2772263,3.99,IJburg - Zeeburgereiland,3,250,98,25500
1406028,3.99,De Baarsjes - Oud-West,1,100,87,2400
1400779,3.99,Watergraafsmeer,4,149,100,5960
1402476,3.99,De Pijp - Rivierenbuurt,2,100,100,3000
1402408,3.99,Centrum-Oost,3,110,97,8360
1402541,3.99,Centrum-Oost,1,58,97,23200
1403425,3.99,Oud-Noord,5,225,94,24300
1404050,3.99,Centrum-Oost,1,129,97,11352
1406631,3.99,Oud-Noord,4,95,94,23180
1406677,3.99,De Pijp - Rivierenbuurt,1,150,93,16200
3875056,3.99,De Baarsjes - Oud-West,1,145,100,4060
4675774,3.99,Westerpark,2,139,97,3336
5045567,3.99,Centrum-West,3,159,98,5088
2334466,3.99,Slotervaart,3,99,93,26730
3920205,3.99,De Pijp - Rivierenbuurt,1,79,90,2528
3839003,3.99,Centrum-Oost,1,83,91,9628
1895654,3.99,Noord-West,1,63,96,11340
1437530,3.98,De Baarsjes - Oud-West,1,85,100,2040
1564522,3.98,De Pijp - Rivierenbuurt,1,75,93,3900
1410146,3.98,Centrum-West,3,100,88,2200
2782702,3.98,Westerpark,1,110,96,2200
1410646,3.98,Bos en Lommer,2,70,100,1400
1410820,3.98,De Baarsjes - Oud-West,2,97,94,7566
2134261,3.98,De Pijp - Rivierenbuurt,2,145,95,20880
5648068,2.34,De Baarsjes - Oud-West,1,113,100,452
1756171,3.98,Oud-Oost,1,69,94,8004
3914841,3.98,Oud-Oost,1,70,98,2520
1912286,3.98,De Baarsjes - Oud-West,1,60,96,8880
1443515,3.98,Oostelijk Havengebied - Indische Buurt,1,95,100,6270
1415279,3.98,Centrum-Oost,4,145,97,15660
3277053,3.98,Centrum-West,3,320,90,1280
1417704,3.98,Westerpark,1,91,80,1456
1819625,3.98,Oostelijk Havengebied - Indische Buurt,4,100,97,2800
4838557,3.98,Oostelijk Havengebied - Indische Buurt,1,75,100,450
2787342,3.98,Westerpark,2,170,90,680
1419694,3.98,Oostelijk Havengebied - Indische Buurt,1,110,100,3300
1419866,3.98,De Pijp - Rivierenbuurt,1,89,100,2848
3855396,3.98,De Pijp - Rivierenbuurt,2,130,100,520
1421484,3.98,Watergraafsmeer,1,139,94,6672
4114043,3.98,Oud-Oost,2,189,100,756
1422282,3.98,Centrum-Oost,2,90,60,900
1043554,3.97,Centrum-Oost,1,98,97,41552
1631714,3.97,De Baarsjes - Oud-West,1,109,98,6540
5072326,3.97,Oud-Oost,2,100,80,600
4265756,3.97,De Baarsjes - Oud-West,2,112,90,1344
1435255,3.97,De Baarsjes - Oud-West,1,119,98,17850
4262009,3.97,Oud-Noord,3,154,100,924
1911182,3.97,Oostelijk Havengebied - Indische Buurt,2,65,87,8190
1427971,3.97,Oud-Noord,1,95,90,4940
1432378,3.97,De Baarsjes - Oud-West,2,150,96,6000
1492620,3.97,Westerpark,1,100,99,11400
1429402,3.97,Centrum-Oost,1,160,100,5760
1429991,3.97,Oud-Noord,6,175,90,2800
1431525,3.97,De Pijp - Rivierenbuurt,1,99,90,1584
2779916,3.97,Centrum-Oost,1,180,94,5040
3570490,3.97,Oud-Oost,2,145,90,1160
4239311,3.97,De Pijp - Rivierenbuurt,2,120,80,720
4316340,3.97,Centrum-Oost,1,115,86,1610
3858997,3.97,Oud-Oost,2,120,80,960
1436284,3.97,De Pijp - Rivierenbuurt,1,102,92,17748
2376540,3.97,Centrum-West,1,105,95,17010
3285724,3.97,Watergraafsmeer,6,150,80,2100
1439794,3.97,Oostelijk Havengebied - Indische Buurt,2,120,95,5760
1485132,3.97,De Baarsjes - Oud-West,1,85,98,9180
1440478,3.97,Centrum-Oost,2,105,92,11340
3663428,3.97,Zuid,4,110,70,2200
4223144,3.96,De Pijp - Rivierenbuurt,1,85,96,1700
1466118,3.96,De Baarsjes - Oud-West,1,135,97,3240
4713266,3.96,Watergraafsmeer,2,85,80,510
1445204,3.96,Oud-Oost,2,70,95,6720
3770422,3.96,De Baarsjes - Oud-West,2,228,97,10944
1817134,3.96,Centrum-West,1,165,100,11880
1446831,3.96,Centrum-Oost,2,149,91,45296
5424882,3.96,Oud-Noord,3,40,80,80
5323628,3.96,Oud-Noord,2,35,100,420
3099963,3.96,De Baarsjes - Oud-West,1,130,95,3120
1447827,3.96,Westerpark,2,150,100,3600
1497525,3.96,Westerpark,1,89,90,1424
5207981,3.96,Oud-Oost,2,125,95,1000
1453066,3.96,Oostelijk Havengebied - Indische Buurt,2,100,95,1600
1453917,3.96,Oostelijk Havengebied - Indische Buurt,1,63,98,3528
3650405,3.96,Centrum-West,1,135,100,1620
1475557,3.96,Bos en Lommer,1,80,98,4320
1582842,3.96,De Baarsjes - Oud-West,2,99,96,2376
4455237,3.96,De Baarsjes - Oud-West,4,110,100,440
4732908,3.96,Bos en Lommer,1,90,93,2520
3317436,3.96,Westerpark,1,125,87,9000
1462993,3.96,De Baarsjes - Oud-West,1,95,100,1520
1458182,3.96,Centrum-West,2,159,93,3816
4172192,3.96,Zuid,1,79,100,316
2955804,3.96,Westerpark,1,141,100,564
3234962,3.96,Centrum-West,1,115,92,3450
4634719,3.96,Oud-Oost,2,75,100,600
1503106,3.96,Oud-Oost,1,119,98,14280
1486461,3.96,Centrum-West,1,129,98,11868
1461648,3.96,Oostelijk Havengebied - Indische Buurt,1,75,93,6900
1461918,3.96,Centrum-West,2,95,90,14820
3358429,3.95,Centrum-West,4,249,80,1494
2197147,3.95,Centrum-Oost,4,179,92,7160
3433922,3.95,Centrum-West,4,499,93,14970
1591646,3.95,Centrum-West,2,145,100,5220
1466389,3.95,Centrum-Oost,2,174,99,28188
4667143,3.95,Westerpark,1,200,100,800
2572871,3.95,Oud-Oost,3,99,97,5940
1468114,3.95,De Pijp - Rivierenbuurt,4,129,96,2322
1468509,3.95,Oostelijk Havengebied - Indische Buurt,3,100,93,2400
2068307,3.95,De Pijp - Rivierenbuurt,1,149,91,6556
1469096,3.95,Centrum-West,1,90,95,26460
1470488,3.95,Centrum-Oost,1,95,98,3800
1473129,3.95,Zuid,4,92,74,11592
1475076,3.95,Westerpark,1,79,100,2528
4309652,3.94,Centrum-Oost,1,150,93,900
2368869,3.94,Centrum-West,2,150,91,12000
5428900,3.94,De Pijp - Rivierenbuurt,1,75,96,1500
1479060,3.94,De Baarsjes - Oud-West,1,120,97,8160
2044044,3.94,Oostelijk Havengebied - Indische Buurt,2,120,97,3840
4293107,3.94,Centrum-West,1,99,100,396
1481377,3.94,De Baarsjes - Oud-West,3,147,100,588
1481513,3.94,Zuid,1,95,99,1140
1482817,3.94,De Baarsjes - Oud-West,2,100,92,12000
1482998,3.94,Centrum-Oost,1,72,87,4608
1493939,3.94,De Pijp - Rivierenbuurt,1,109,100,436
1485477,3.94,Bos en Lommer,6,120,98,4800
1710065,3.94,Westerpark,8,335,91,42210
1485576,3.94,Centrum-West,8,335,83,46230
3029452,3.94,IJburg - Zeeburgereiland,6,90,97,2520
1486278,3.94,De Baarsjes - Oud-West,2,129,82,31734
1486544,3.94,De Pijp - Rivierenbuurt,3,80,96,12800
1487158,3.94,Centrum-West,1,135,98,25920
1506205,3.94,Centrum-West,1,299,98,15548
1498527,3.94,De Baarsjes - Oud-West,1,80,93,4320
1491642,3.94,Centrum-Oost,2,120,88,9600
1493489,3.94,De Baarsjes - Oud-West,1,70,94,4340
1812680,3.94,Centrum-West,2,95,94,17480
1493848,3.94,Watergraafsmeer,3,155,100,2480
1494298,3.94,De Baarsjes - Oud-West,1,89,93,17088
2015074,3.93,De Pijp - Rivierenbuurt,1,85,98,6120
1533113,3.93,Bos en Lommer,1,90,84,3600
4442854,3.93,Westerpark,1,90,93,4860
529174,3.93,Centrum-West,12,800,98,86400
467852,3.93,Centrum-West,4,300,95,12600
439612,3.93,Centrum-West,4,300,96,25200
446986,3.93,Centrum-West,4,300,94,21600
4270390,3.93,De Pijp - Rivierenbuurt,1,125,100,1000
3917964,3.93,Oud-Oost,2,100,95,800
1501469,3.93,Centrum-Oost,4,260,94,35880
1916480,3.93,De Baarsjes - Oud-West,1,110,75,880
1501720,3.93,De Baarsjes - Oud-West,1,86,97,1032
5369735,3.93,Centrum-West,1,275,100,550
4484378,3.93,Slotervaart,1,60,100,120
3648688,3.93,Oud-Oost,1,120,93,9600
1564682,3.93,Westerpark,3,110,96,3960
3487855,3.93,De Pijp - Rivierenbuurt,1,58,94,1624
1504020,3.93,Oud-Noord,1,89,93,9612
1520507,3.93,Oud-Noord,1,95,93,3420
1506345,3.93,De Pijp - Rivierenbuurt,1,109,100,5232
1507036,3.93,Oostelijk Havengebied - Indische Buurt,1,68,97,4896
1509659,3.93,De Baarsjes - Oud-West,2,70,83,1960
1509400,3.93,Oostelijk Havengebied - Indische Buurt,3,160,83,8640
3361724,3.93,De Pijp - Rivierenbuurt,6,180,95,2880
4605922,3.93,Bos en Lommer,1,55,100,220
1511360,3.93,Zuid,1,124,93,8928
1525562,3.93,Slotervaart,2,90,100,1620
2835378,3.92,Oud-Oost,2,150,83,2100
1512792,3.92,Watergraafsmeer,1,75,93,3300
1512989,3.92,De Pijp - Rivierenbuurt,1,100,98,3600
4166519,3.92,Centrum-West,4,225,80,1350
4561392,3.92,Centrum-West,2,195,93,4680
2851994,3.92,Centrum-West,1,114,85,2736
3086023,3.92,Centrum-Oost,1,140,93,5880
1515295,3.92,De Baarsjes - Oud-West,3,45,93,1080
1514753,3.92,Oostelijk Havengebied - Indische Buurt,1,80,97,2240
4091250,3.92,De Baarsjes - Oud-West,1,75,100,600
988870,3.92,Centrum-Oost,4,280,95,10640
999585,3.92,Centrum-Oost,3,420,97,29400
1618249,3.92,De Baarsjes - Oud-West,2,250,100,3000
5387784,3.92,Westerpark,1,75,97,900
1517398,3.92,Westerpark,1,95,98,1710
1520142,3.92,Westerpark,1,75,98,1350
1702146,3.92,De Pijp - Rivierenbuurt,2,85,84,3400
1538734,3.92,Watergraafsmeer,1,65,95,3900
3753084,3.92,De Pijp - Rivierenbuurt,4,175,100,2800
1570315,3.92,Centrum-West,1,129,95,32508
1523635,3.92,Centrum-West,1,109,97,20928
1528254,3.92,Centrum-West,2,175,100,700
1524366,3.92,Centrum-West,2,150,86,300
4185357,3.92,Centrum-Oost,1,123,93,1476
1524993,3.92,Centrum-West,1,135,97,7020
4273207,3.92,De Baarsjes - Oud-West,1,46,98,828
1525316,3.92,Oostelijk Havengebied - Indische Buurt,3,210,95,34020
1549043,3.92,Oostelijk Havengebied - Indische Buurt,1,95,99,1710
2850736,3.92,De Baarsjes - Oud-West,1,60,92,9000
1525731,3.92,Westerpark,1,125,100,1500
3561620,3.91,Centrum-West,1,99,94,10098
1650449,3.91,Centrum-West,1,99,92,19602
1528318,3.91,Centrum-West,1,120,100,4320
1544866,3.91,Centrum-Oost,2,90,95,28080
4528686,3.91,Oostelijk Havengebied - Indische Buurt,1,85,100,1020
1530270,3.91,Zuid,4,189,95,9072
1734985,3.91,Oud-Noord,4,85,94,29920
1530464,3.91,Bos en Lommer,2,55,90,220
3814150,3.91,IJburg - Zeeburgereiland,2,95,88,1900
1537852,3.91,De Baarsjes - Oud-West,2,100,97,2400
4517795,3.91,Zuid,4,200,96,8800
1536821,3.91,De Baarsjes - Oud-West,1,70,97,3920
4086355,3.91,Oud-Oost,1,90,94,2880
1537830,3.91,Westerpark,1,69,97,22080
2613699,3.91,Westerpark,1,125,85,3000
1540431,3.91,De Pijp - Rivierenbuurt,1,90,92,1620
3154495,3.91,IJburg - Zeeburgereiland,4,85,94,7140
1541835,3.91,Bos en Lommer,1,200,100,8800
1543781,3.91,Centrum-West,1,125,98,4500
2080040,3.9,Zuid,4,75,84,1650
1546202,3.9,De Pijp - Rivierenbuurt,1,109,98,13080
1545592,3.9,Centrum-West,4,250,97,27000
1545617,3.9,Centrum-West,4,119,96,41650
1545820,3.9,Oud-Noord,3,125,92,20000
1648785,3.9,Centrum-West,1,120,97,27840
3388534,3.9,Westerpark,2,225,90,1800
1551034,3.9,De Baarsjes - Oud-West,6,250,95,12500
1551600,3.9,De Baarsjes - Oud-West,5,250,96,13500
2126459,3.9,Centrum-West,2,99,91,32472
4242842,3.9,Slotervaart,1,75,100,300
4819996,3.9,Westerpark,2,165,100,660
1560611,3.9,Westerpark,2,119,93,2856
1762423,3.9,Bos en Lommer,2,64,88,3840
3028137,3.9,Centrum-West,5,250,100,7500
1558627,3.9,Zuid,5,229,91,7328
4883397,3.9,De Pijp - Rivierenbuurt,1,103,90,824
1558960,3.9,De Baarsjes - Oud-West,1,99,98,4356
1588507,3.9,Centrum-West,2,93,73,2232
1559646,3.9,Centrum-West,2,90,87,10260
1722722,3.9,Centrum-West,1,90,91,3780
1559855,3.9,Westerpark,1,195,99,21840
1560856,3.9,Watergraafsmeer,1,75,97,2100
1561264,3.9,Oostelijk Havengebied - Indische Buurt,2,75,99,2400
3816422,3.9,Centrum-West,2,120,96,3120
3923720,3.89,De Baarsjes - Oud-West,1,99,97,1188
1723463,3.89,Oostelijk Havengebied - Indische Buurt,6,150,100,4500
3014345,3.89,IJburg - Zeeburgereiland,6,265,100,3710
1566348,3.89,De Baarsjes - Oud-West,1,105,95,2310
4797004,3.89,De Pijp - Rivierenbuurt,2,100,100,600
2059572,3.89,Slotervaart,3,95,97,7980
1570049,3.89,De Baarsjes - Oud-West,2,109,93,3052
1571862,3.89,Westerpark,1,119,100,4760
1572844,3.89,Oud-Noord,1,119,98,7854
1572917,3.89,Bos en Lommer,2,175,100,1400
2850818,3.89,Westerpark,1,165,100,3960
1573942,3.89,Westerpark,1,90,95,13140
3487507,3.89,Bos en Lommer,1,64,89,8704
2429902,3.88,Noord-Oost,4,110,90,1320
1575980,3.88,De Baarsjes - Oud-West,1,79,97,9954
1575988,3.88,De Pijp - Rivierenbuurt,2,80,94,13440
1580186,3.88,Centrum-West,2,300,95,31200
1607007,3.88,Bos en Lommer,1,125,100,500
4394905,3.88,De Baarsjes - Oud-West,1,88,76,1760
1583266,3.88,Oud-Oost,1,80,91,15840
1586071,3.88,Bos en Lommer,1,67,98,2680
1585676,3.88,Bos en Lommer,1,85,97,3060
1586219,3.88,Bos en Lommer,4,100,87,1800
3791267,3.88,Oostelijk Havengebied - Indische Buurt,2,70,90,1120
1587473,3.88,De Baarsjes - Oud-West,1,100,95,7200
2572290,3.88,Zuid,1,105,97,6300
4445517,3.88,Oud-Oost,2,100,90,800
1596649,3.88,Oostelijk Havengebied - Indische Buurt,4,130,95,7020
3197183,3.88,De Pijp - Rivierenbuurt,2,300,91,49200
1590879,3.88,Oud-Noord,4,115,80,460
1591359,3.88,Zuid,2,145,88,19720
1609170,3.88,Oud-Oost,1,85,99,28050
2065321,3.88,De Pijp - Rivierenbuurt,1,140,97,5040
5109193,3.87,Centrum-West,1,65,80,260
5438539,3.87,Centrum-Oost,1,95,100,380
1596195,3.87,De Pijp - Rivierenbuurt,2,175,94,14000
3712006,3.87,Oud-Noord,1,69,100,828
3640562,3.87,Oud-Noord,1,58,91,3132
5236285,3.87,De Baarsjes - Oud-West,1,80,80,320
5260611,3.87,Oud-Oost,2,150,93,900
1600422,3.87,IJburg - Zeeburgereiland,1,69,88,4140
4051767,3.87,Westerpark,1,104,97,15600
1328738,4.03,Westerpark,1,150,90,1500
3286765,4.03,Zuid,6,210,100,4200
1871697,4.03,Centrum-Oost,2,140,99,23520
1603563,3.87,Watergraafsmeer,5,179,85,2864
3649921,3.87,Oostelijk Havengebied - Indische Buurt,1,69,91,966
2411237,3.87,De Baarsjes - Oud-West,1,109,93,20274
1604300,3.87,De Baarsjes - Oud-West,2,70,100,140
1604443,3.87,Zuid,1,125,95,2000
1606565,3.87,Centrum-West,1,250,96,2500
4302450,3.87,De Pijp - Rivierenbuurt,1,80,88,1600
1615669,3.87,De Pijp - Rivierenbuurt,3,120,80,480
1610986,3.86,Centrum-West,1,120,95,8160
